name,location,city,P.O Box,Phone,Mobile,company_page_link,Logo url
,"<span itemprop=""streetAddress"">Hor Al Anz</span>","City : Dubai,  UAE ",11204,Phone : 04-2667982Call,Phone : 04-2667982Call,,
,"<span itemprop=""streetAddress"">Abu Dhabi Mall</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6454232Call,Phone : 02-6454232Call,,
,"<span itemprop=""streetAddress"">Hamsah Building, Near Ansar Galler, Karama</span>","City : Dubai,  UAE ",,Phone : 04-3795677Call,Phone : 04-3795677Call,,
,"<span itemprop=""streetAddress"">Near Dnata Bldg, Port Saeed, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2691900Call,Phone : 04-2691900Call,,
,"<span itemprop=""streetAddress"">Hawthorn Suite Hotel, Tourist Club Area</span>","City : Abu Dhabi,  UAE ",,Phone : 055-8381867Call,Phone : 055-8381867Call,,
,"<span itemprop=""streetAddress"">Damascus St, Al Qusais 3</span>","City : Dubai,  UAE ",,Phone : 04-2584033Call,Phone : 04-2584033Call,,
,,"City : Dubai,  UAE ",,Phone : 04-4472800Call,Phone : 04-4472800Call,,
,"<span itemprop=""streetAddress"">Opp Dubai Museum, Al Fahidi St, Bur Dubai</span>","City : Dubai,  UAE ",123481,Phone : 04-3867655Call,Phone : 04-3867655Call,,
,"<span itemprop=""streetAddress"">Arabian Courtyard Hotel &amp; SPA</span>","City : Dubai,  UAE ",,Phone : 04-3519111Call,Phone : 04-3519111Call,,
,"<span itemprop=""streetAddress"">Lahej Khalifa Building, Opposite Karama Centre, Al Karama</span>","City : Dubai,  UAE ",,Phone : 04-3968030Call,Phone : 04-3968030Call,,
,"<span itemprop=""streetAddress"">M 14, Mussafah</span>","City : Abu Dhabi,  UAE ",8605,Phone : 02-5553390Call,Phone : 02-5553390Call,,
,"<span itemprop=""streetAddress"">Shop 4, Al Waha Mosque, Dubai Silicon Oasis</span>","City : Dubai,  UAE ",,Phone : 04-3383790Call,Phone : 04-3383790Call,,
,"<span itemprop=""streetAddress"">Behind Green House, Najda Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6219989Call,Phone : 02-6219989Call,,
,"<span itemprop=""streetAddress"">JLT</span>","City : Dubai,  UAE ",,Phone : 04-3998166Call,Phone : 04-3998166Call,,
,"<span itemprop=""streetAddress"">Dubai Mall, Al Doha St, Down Town Dubai</span>","City : Dubai,  UAE ",,Phone : 04-4329520Call,Phone : 04-4329520Call,,
,"<span itemprop=""streetAddress"">Opp Aster, Khalid Bin Waleed Rd, Bur Dubai</span>","City : Dubai,  UAE ",,Phone : 04-3277753Call,Phone : 04-3277753Call,,
,"<span itemprop=""streetAddress"">Opp Al Moski, King Faisal Street, Al Majaz</span>","City : Sharjah,  UAE ",,Phone : 06-5732626Call,Phone : 06-5732626Call,,
,"<span itemprop=""streetAddress"">Khalidiya</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6668582Call,Phone : 02-6668582Call,,
,"<span itemprop=""streetAddress"">Jumeirah Al Etihad Towers, Al khubeirah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-8115555Call,Phone : 02-8115555Call,,
,"<span itemprop=""streetAddress"">Burjuman Centre, Khalid Bin Al Waleed Road, Bur Dubai</span>","City : Dubai,  UAE ",,Phone : 04-3541900Call,Phone : 04-3541900Call,,
,,"City : Abu Dhabi,  UAE ",,Phone : 02-6721500Call,Phone : 02-6721500Call,,
,"<span itemprop=""streetAddress"">Old Airport Rd</span>","City : Abu Dhabi,  UAE ",25634,Phone : 02-6210482Call,Phone : 02-6210482Call,,
,"<span itemprop=""streetAddress"">TCA</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6444228Call,Phone : 02-6444228Call,,
,"<span itemprop=""streetAddress"">Near Hilton Hotel, Khorfakkan Rd</span>","City : Fujairah,  UAE ",718,Phone : 09-2222753Call,Phone : 09-2222753Call,,
,"<span itemprop=""streetAddress"">Al Ain Centre (Computer Plaza), Bur Dubai</span>","City : Dubai,  UAE ",29877,Phone : 04-3599884Call,Phone : 04-3599884Call,,
,"<span itemprop=""streetAddress"">Ramla Mall Food Court, DIP</span>","City : Jebel Ali,  UAE ",30884,Phone : 04-8847644Call,Phone : 04-8847644Call,,
,"<span itemprop=""streetAddress"">Dubai Marina</span>","City : Dubai,  UAE ",,Phone : 04-4488222Call,Phone : 04-4488222Call,,
,"<span itemprop=""streetAddress"">Al Fattan Bldg, Opp Nihal, Al Qusais</span>","City : Dubai,  UAE ",,Phone : 04-2806444Call,Phone : 04-2806444Call,,
,"<span itemprop=""streetAddress"">Bhnd Raffa Police Stn, Near Golden Fork, Bur Dubai</span>","City : Dubai,  UAE ",43263,Phone : 04-3552833Call,Phone : 04-3552833Call,,
,"<span itemprop=""streetAddress"">Al Falah Street</span>","City : Abu Dhabi,  UAE ",31912,Phone : 02-6262762Call,Phone : 02-6262762Call,,
,"<span itemprop=""streetAddress"">Beside Madina S/Market, Al Gurfa</span>","City : Fujairah,  UAE ",252,Phone : 09-2222281Call,Phone : 09-2222281Call,,
,"<span itemprop=""streetAddress"">Al Fajar Building, Near Al Hilal Bank, Al Garhoud</span>","City : Dubai,  UAE ",,Phone : 04-2502829Call,Phone : 04-2502829Call,,
,"<span itemprop=""streetAddress"">Near Deira Taxi Stand, Deira</span>","City : Dubai,  UAE ",56296,Phone : 04-2242332Call,Phone : 04-2242332Call,,
,"<span itemprop=""streetAddress"">Al Quoz</span>","City : Dubai,  UAE ",11059,Phone : 04-3472101Call,Phone : 04-3472101Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",,Phone : 04-2233885Call,Phone : 04-2233885Call,,
,"<span itemprop=""streetAddress"">Street 1, Discovery Gardens</span>","City : Dubai,  UAE ",34685,Phone : 800-5423789Call,Phone : 800-5423789Call,,
,"<span itemprop=""streetAddress"">Main Rd</span>","City : Al Ain,  UAE ",15283,Phone : 03-7517716Call,Phone : 03-7517716Call,,
,"<span itemprop=""streetAddress"">Bhnd Sahara Centre, Al Nahda 1</span>","City : Dubai,  UAE ",,Phone : 04-2527991Call,Phone : 04-2527991Call,,
,"<span itemprop=""streetAddress"">Mussafah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5531180Call,Phone : 02-5531180Call,,
,"<span itemprop=""streetAddress"">Near Clock Tower, Deira</span>","City : Dubai,  UAE ",14516,Phone : 04-2501888Call,Phone : 04-2501888Call,,
,"<span itemprop=""streetAddress"">Al Qasba</span>","City : Sharjah,  UAE ",,Phone : 06-5566262Call,Phone : 06-5566262Call,,
,"<span itemprop=""streetAddress"">Sundos Al Nahda Bldg, NMC Hospital Rd, Al Nahda</span>","City : Dubai,  UAE ",,Phone : 04-2582007Call,Phone : 04-2582007Call,,
,"<span itemprop=""streetAddress"">Electra St</span>","City : Abu Dhabi,  UAE ",72788,Phone : 02-6318088Call,Phone : 02-6318088Call,,
,"<span itemprop=""streetAddress"">Near Safeer Mall, Industrial Area 7</span>","City : Sharjah,  UAE ",29033,Phone : 06-5300230Call,Phone : 06-5300230Call,,
,"<span itemprop=""streetAddress"">Khalifa St</span>","City : Abu Dhabi,  UAE ",38569,Phone : 02-6722267Call,Phone : 02-6722267Call,,
,"<span itemprop=""streetAddress"">Emirates Hills</span>","City : Dubai,  UAE ",36700,Phone : 04-3905600Call,Phone : 04-3905600Call,,
,,"City : Abu Dhabi,  UAE ",8879,Phone : 02-5509292Call,Phone : 02-5509292Call,,
,"<span itemprop=""streetAddress"">Al Bandar</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5579500Call,Phone : 02-5579500Call,,
,"<span itemprop=""streetAddress"">Dubai Mall</span>","City : Dubai,  UAE ",,Phone : 04-3884825Call,Phone : 04-3884825Call,,
,"<span itemprop=""streetAddress"">Opp Aster, Al Muteena</span>","City : Dubai,  UAE ",,Phone : 04-2735318Call,Phone : 04-2735318Call,,
,"<span itemprop=""streetAddress"">Burj Al Noor Tower, Amman St, Al Nahda 2</span>","City : Dubai,  UAE ",232852,Phone : 04-2390700Call,Phone : 04-2390700Call,,
,"<span itemprop=""streetAddress"">Al Nahda</span>","City : Sharjah,  UAE ",,Phone : 06-5265474Call,Phone : 06-5265474Call,,
,"<span itemprop=""streetAddress"">Near Lamcy Plaza, Oud Metha</span>","City : Dubai,  UAE ",,Phone : 04-3707706Call,Phone : 04-3707706Call,,
,"<span itemprop=""streetAddress"">4th I/Change, Umm Suquem Rd</span>","City : Dubai,  UAE ",184513,Phone : 04-3419490Call,Phone : 04-3419490Call,,
,"<span itemprop=""streetAddress"">Corniche Road</span>","City : Abu Dhabi,  UAE ",,Phone : 056-4140978Call,Phone : 056-4140978Call,,
,"<span itemprop=""streetAddress"">Al Majaz, Buheira Corniche</span>","City : Sharjah,  UAE ",5802,Phone : 06-5736666Call,Phone : 06-5736666Call,,
,"<span itemprop=""streetAddress"">Bani Yas</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6596666Call,Phone : 02-6596666Call,,
,"<span itemprop=""streetAddress"">Food Court 2, Jafza</span>","City : Jebel Ali,  UAE ",212428,Phone : 04-8870055Call,Phone : 04-8870055Call,,
,"<span itemprop=""streetAddress"">Al Maqta</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4041941Call,Phone : 02-4041941Call,,
,"<span itemprop=""streetAddress"">Next to Lulu Centre, Rolla</span>","City : Sharjah,  UAE ",4172,Phone : 06-5654629Call,Phone : 06-5654629Call,,
,"<span itemprop=""streetAddress"">Dibba Al Hassan</span>","City : Fujairah,  UAE ",12103,Phone : 09-2442343Call,Phone : 09-2442343Call,,
,"<span itemprop=""streetAddress"">Opp RAK Bank, Saba St</span>","City : Ras Al Khaimah,  UAE ",1451,Phone : 07-2332824Call,Phone : 07-2332824Call,,
,"<span itemprop=""streetAddress"">Near Arabian Travels, Rolla</span>","City : Sharjah,  UAE ",58,Phone : 06-5615330Call,Phone : 06-5615330Call,,
,"<span itemprop=""streetAddress"">Gold Crest Tower, JLT</span>","City : Dubai,  UAE ",,Phone : 04-3686332Call,Phone : 04-3686332Call,,
,"<span itemprop=""streetAddress"">Karama</span>","City : Dubai,  UAE ",53677,Phone : 04-3965481Call,Phone : 04-3965481Call,,
,,"City : Dubai,  UAE ",,Phone : 600530006Call,Phone : 600530006Call,,
,,"City : Dubai,  UAE ",9668,Phone : 04-3293293Call,Phone : 04-3293293Call,,
,"<span itemprop=""streetAddress"">Garhoud</span>","City : Dubai,  UAE ",52139,Phone : 04-2883420Call,Phone : 04-2883420Call,,
,"<span itemprop=""streetAddress"">The Greens</span>","City : Dubai,  UAE ",,Phone : 04-3382911Call,Phone : 04-3382911Call,,
,,"City : Abu Dhabi,  UAE ",29674,Phone : 02-6716782Call,Phone : 02-6716782Call,,
,"<span itemprop=""streetAddress"">Yas Viceroy, Yas Islands</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6560600Call,Phone : 02-6560600Call,,
,"<span itemprop=""streetAddress"">Mankhool Rd, Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3425109Call,Phone : 04-3425109Call,,
,"<span itemprop=""streetAddress"">Abu Shagara</span>","City : Sharjah,  UAE ",,Phone : 06-5556770Call,Phone : 06-5556770Call,,
,"<span itemprop=""streetAddress"">Crescent Rd, Palm Jumeirah</span>","City : Dubai,  UAE ",211188,Phone : 04-4262626Call,Phone : 04-4262626Call,,
,"<span itemprop=""streetAddress"">Barsha</span>","City : Dubai,  UAE ",,Phone : 04-3850011Call,Phone : 04-3850011Call,,
,"<span itemprop=""streetAddress"">Dubai Festival Centre, DIFC</span>","City : Dubai,  UAE ",,Phone : 04-2328989Call,Phone : 04-2328989Call,,
,"<span itemprop=""streetAddress"">Amman St, Al Nhada</span>","City : Dubai,  UAE ",,Phone : 04-2206050Call,Phone : 04-2206050Call,,
,"<span itemprop=""streetAddress"">Al Markaziyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6561000Call,Phone : 02-6561000Call,,
,"<span itemprop=""streetAddress"">Near Marco Polo Hotel, Al Muteena St, Deira</span>","City : Dubai,  UAE ",40577,Phone : 04-2727323Call,Phone : 04-2727323Call,,
,"<span itemprop=""streetAddress"">Al Nahda</span>","City : Dubai,  UAE ",,Phone : 04-2206050Call,Phone : 04-2206050Call,,
,"<span itemprop=""streetAddress"">Al Muteena St, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2529552Call,Phone : 04-2529552Call,,
,"<span itemprop=""streetAddress"">Near Allwin Trdg, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2650800Call,Phone : 04-2650800Call,,
,"<span itemprop=""streetAddress"">Dmascus St, Al Qusais 1</span>","City : Dubai,  UAE ",,Phone : 04-2673600Call,Phone : 04-2673600Call,,
,"<span itemprop=""streetAddress"">Near Al Ibrahimi Restaurant, Al Karama</span>","City : Dubai,  UAE ",,Phone : 04-3795040Call,Phone : 04-3795040Call,,
,"<span itemprop=""streetAddress"">Club House, Opposite Arabian Ranches</span>","City : Dubai,  UAE ",,Phone : 04-3618111Call,Phone : 04-3618111Call,,
,"<span itemprop=""streetAddress"">Opp Basma Resi, Abu Shagara</span>","City : Sharjah,  UAE ",,Phone : 06-5532408Call,Phone : 06-5532408Call,,
,"<span itemprop=""streetAddress"">Al Wahda</span>","City : Abu Dhabi,  UAE ",33779,Phone : 02-6156000Call,Phone : 02-6156000Call,,
,"<span itemprop=""streetAddress"">Sh Colony, Qusais</span>","City : Dubai,  UAE ",,Phone : 04-2613157Call,Phone : 04-2613157Call,,
,"<span itemprop=""streetAddress"">Emirates Grand Hotel, sh zayed road</span>","City : Dubai,  UAE ",,Phone : 04-3230000Call,Phone : 04-3230000Call,,
,"<span itemprop=""streetAddress"">Wasl Square</span>","City : Dubai,  UAE ",,Phone : 04-3883869Call,Phone : 04-3883869Call,,
,"<span itemprop=""streetAddress"">Dubai Marina</span>","City : Dubai,  UAE ",27540,Phone : 04-4309904Call,Phone : 04-4309904Call,,
,"<span itemprop=""streetAddress"">Abu Dhabi Mall</span>","City : Dubai,  UAE ",,Phone : 04-3308377Call,Phone : 04-3308377Call,,
,"<span itemprop=""streetAddress"">Nrar NMC Hospital, Amman Rd, Al Nahda 2</span>","City : Dubai,  UAE ",,Phone : 04-2390940Call,Phone : 04-2390940Call,,
,"<span itemprop=""streetAddress"">DIP</span>","City : Jebel Ali,  UAE ",,Phone : 04-8853955Call,Phone : 04-8853955Call,,
,"<span itemprop=""streetAddress"">Near Hadiqat Al Madina, DIP</span>","City : Jebel Ali,  UAE ",,Phone : 04-8848884Call,Phone : 04-8848884Call,,
,"<span itemprop=""streetAddress"">Saadiyat Island</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4071138Call,Phone : 02-4071138Call,,
,"<span itemprop=""streetAddress"">Near Lulu, Muteena Rd, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2562888Call,Phone : 04-2562888Call,,
,"<span itemprop=""streetAddress"">Bhnd Zulekha Hospital, Al Nahda 2</span>","City : Dubai,  UAE ",,Phone : 04-2809985Call,Phone : 04-2809985Call,,
,"<span itemprop=""streetAddress"">Al Mushrif</span>","City : Abu Dhabi,  UAE ",,Phone : 050-6255563Call,Phone : 050-6255563Call,,
,"<span itemprop=""streetAddress"">Al Nahda</span>","City : Sharjah,  UAE ",,Phone : 06-5543111Call,Phone : 06-5543111Call,,
,"<span itemprop=""streetAddress"">Opp Veg Market, Near Enoc, Ras Al Khor</span>","City : Dubai,  UAE ",,Phone : 04-3206366Call,Phone : 04-3206366Call,,
,"<span itemprop=""streetAddress"">Baniyas</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5828300Call,Phone : 02-5828300Call,,
,"<span itemprop=""streetAddress"">Al Zaroni Bldg, Bhnd Mall of Emirates, Al Barsha</span>","City : Dubai,  UAE ",,Phone : 04-3549004Call,Phone : 04-3549004Call,,
,"<span itemprop=""streetAddress"">Jebel Ali</span>","City : Jebel Ali,  UAE ",2316,Phone : 04-8834838Call,Phone : 04-8834838Call,,
,"<span itemprop=""streetAddress"">Bhnd Mall, </span>","City : Sharjah,  UAE ",,Phone : 06-5734647Call,Phone : 06-5734647Call,,
,"<span itemprop=""streetAddress"">4th Floor, Block C, Tower Y</span>","City : Abu Dhabi,  UAE ",33779,Phone : 02-6156000Call,Phone : 02-6156000Call,,
,"<span itemprop=""streetAddress"">Behind Al Ain Tower, Hamdan Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4489338Call,Phone : 02-4489338Call,,
,"<span itemprop=""streetAddress"">Al Buteen</span>","City : Abu Dhabi,  UAE ",46628,Phone : 02-6359896Call,Phone : 02-6359896Call,,
,"<span itemprop=""streetAddress"">Near Palm Hotel, Al Muteena St, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2562013Call,Phone : 04-2562013Call,,
,"<span itemprop=""streetAddress"">Al Ghazal Mall, Satwa</span>","City : Dubai,  UAE ",31727,Phone : 04-3458989Call,Phone : 04-3458989Call,,
,"<span itemprop=""streetAddress"">Beside Al Diyafah Centre, Satwa R/A</span>","City : Dubai,  UAE ",12235,Phone : 04-3444805Call,Phone : 04-3444805Call,,
,"<span itemprop=""streetAddress"">Phoenicia Hotel, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2227191Call,Phone : 04-2227191Call,,
,,"City : Dubai,  UAE ",,Phone : 04-3236566Call,Phone : 04-3236566Call,,
,"<span itemprop=""streetAddress"">Al Zahiyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6449990Call,Phone : 02-6449990Call,,
,"<span itemprop=""streetAddress"">Hamdan Str</span>","City : Abu Dhabi,  UAE ",128354,Phone : 02-6767962Call,Phone : 02-6767962Call,,
,"<span itemprop=""streetAddress"">Hamad Centre, Electra St</span>","City : Abu Dhabi,  UAE ",42757,Phone : 02-6393375Call,Phone : 02-6393375Call,,
,"<span itemprop=""streetAddress"">Qusais</span>","City : Dubai,  UAE ",4893,Phone : 04-2619750Call,Phone : 04-2619750Call,,
,"<span itemprop=""streetAddress"">Jumeirah</span>","City : Dubai,  UAE ",11416,Phone : 04-4068760Call,Phone : 04-4068760Call,,
,"<span itemprop=""streetAddress"">Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3312243Call,Phone : 04-3312243Call,,
,"<span itemprop=""streetAddress"">Bahar Bldg, JBR</span>","City : Dubai,  UAE ",22700,Phone : 04-4364192Call,Phone : 04-4364192Call,,
,"<span itemprop=""streetAddress"">Next to Middle East Bank, Khalid Bin Walid Road, Bur Dubai</span>","City : Dubai,  UAE ",51745,Phone : 04-3528484Call,Phone : 04-3528484Call,,
,"<span itemprop=""streetAddress"">Venetian Village, Al Maqta</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4087201Call,Phone : 02-4087201Call,,
,"<span itemprop=""streetAddress"">Al Ghowair Market, Rolla</span>","City : Sharjah,  UAE ",1338,Phone : 06-5623835Call,Phone : 06-5623835Call,,
,"<span itemprop=""streetAddress"">Bur Dubai</span>","City : Dubai,  UAE ",45068,Phone : 04-3937701Call,Phone : 04-3937701Call,,
,"<span itemprop=""streetAddress"">Jumeirah Beach Residence, Dubai Marina</span>","City : Dubai,  UAE ",,Phone : 04-4270268Call,Phone : 04-4270268Call,,
,,"City : Sharjah,  UAE ",,Phone : 06-5508992Call,Phone : 06-5508992Call,,
,,"City : Dubai,  UAE ",,Phone : 04-3212127Call,Phone : 04-3212127Call,,
,"<span itemprop=""streetAddress"">Al Muroor</span>","City : Abu Dhabi,  UAE ",51579,Phone : 02-6418300Call,Phone : 02-6418300Call,,
,"<span itemprop=""streetAddress"">Damascus St</span>","City : Dubai,  UAE ",84907,Phone : 04-2637888Call,Phone : 04-2637888Call,,
,"<span itemprop=""streetAddress"">JAFZA</span>","City : Jebel Ali,  UAE ",13132,Phone : 04-8872280Call,Phone : 04-8872280Call,,
,"<span itemprop=""streetAddress"">Plaza Level, Bahar Section, The Walk</span>","City : Dubai,  UAE ",,Phone : 04-4522209Call,Phone : 04-4522209Call,,
,"<span itemprop=""streetAddress"">Al Murakabat Rd, Near Clock Tower, Deira</span>","City : Dubai,  UAE ",11171,Phone : 04-2277760Call,Phone : 04-2277760Call,,
,"<span itemprop=""streetAddress"">Opp New Burjuman, Al Karama</span>","City : Dubai,  UAE ",237796,Phone : 04-3970211Call,Phone : 04-3970211Call,,
,"<span itemprop=""streetAddress"">Opp Day to Day, Kuwait St, Karama</span>","City : Dubai,  UAE ",,Phone : 04-3365339Call,Phone : 04-3365339Call,,
,"<span itemprop=""streetAddress"">Near Al Wahda Post Office, Jamal Abdul Nasser St</span>","City : Sharjah,  UAE ",22196,Phone : 06-5597786Call,Phone : 06-5597786Call,,
,,"City : Sharjah,  UAE ",,Phone : 06-5553801Call,Phone : 06-5553801Call,,
,"<span itemprop=""streetAddress"">Old Jawazat Rd</span>","City : Abu Dhabi,  UAE ",6479,Phone : 02-6428440Call,Phone : 02-6428440Call,,
,"<span itemprop=""streetAddress"">Near Gold Center Signal, Al Qasimiyah St</span>","City : Sharjah,  UAE ",4561,Phone : 06-5733925Call,Phone : 06-5733925Call,,
,"<span itemprop=""streetAddress"">Mussafah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5526606Call,Phone : 02-5526606Call,,
,"<span itemprop=""streetAddress"">M 40, Musaffah</span>","City : Abu Dhabi,  UAE ",46663,Phone : 02-6333434Call,Phone : 02-6333434Call,,
,"<span itemprop=""streetAddress"">Al Qasimia St</span>","City : Sharjah,  UAE ",,Phone : 06-5723505Call,Phone : 06-5723505Call,,
,"<span itemprop=""streetAddress"">Beside Zulekha Hospital, Zahara St, Al Nasryah</span>","City : Sharjah,  UAE ",,Phone : 06-5654051Call,Phone : 06-5654051Call,,
,"<span itemprop=""streetAddress"">Al Garhoud</span>","City : Dubai,  UAE ",28629,Phone : 04-2981447Call,Phone : 04-2981447Call,,
,"<span itemprop=""streetAddress"">Hor Al Anz</span>","City : Dubai,  UAE ",11201,Phone : 04-2979144Call,Phone : 04-2979144Call,,
,"<span itemprop=""streetAddress"">Jumeirah Al Etihad Towers, Al Khubeirah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-8115666Call,Phone : 02-8115666Call,,
,"<span itemprop=""streetAddress"">Near Emirates Plaza Hotel, TCA</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6411007Call,Phone : 02-6411007Call,,
,"<span itemprop=""streetAddress"">27-28, Salem Shk Bldg, Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3855999Call,Phone : 04-3855999Call,,
